station_number,station_name,year,expected_hours,present_hours,coverage_fraction,hourly_weather_qc_status,source
731111,Hot-Dry Rural Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731112,Hot-Dry Rural Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731113,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731114,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731115,Hot-Dry Rural Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731116,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731117,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731118,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731119,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731120,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731121,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731122,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731123,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731124,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731125,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731126,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731127,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731128,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731129,Hot-Dry Rural Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731130,Hot-Dry Rural Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731131,Hot-Dry Rural Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731132,Hot-Dry Rural Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731133,Hot-Dry Rural Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731134,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731135,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731136,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731137,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731138,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731139,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731140,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731141,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731142,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731143,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731144,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731145,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731146,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731147,Hot-Dry Rural Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731148,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731149,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731150,Hot-Dry Rural Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731151,Hot-Dry Rural Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731152,Hot-Dry Rural Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731153,Hot-Dry Rural Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731154,Hot-Dry Rural Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731155,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731156,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731157,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731158,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731159,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731160,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731161,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731162,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731163,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731164,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731165,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731166,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731167,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731168,Hot-Dry Rural Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731169,Hot-Dry Rural Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731170,Hot-Dry Rural Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731171,Hot-Dry Rural Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731172,Hot-Dry Rural Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731173,Hot-Dry Rural Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731174,Hot-Dry Rural Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731175,Hot-Dry Rural Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731176,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731177,Hot-Dry Rural Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731178,Hot-Dry Rural Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731179,Hot-Dry Rural Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731180,Hot-Dry Rural Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731181,Hot-Dry Rural Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731182,Hot-Dry Rural Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731183,Hot-Dry Rural Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731184,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731185,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731186,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731187,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731188,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731189,Hot-Humid HDU Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731190,Hot-Humid HDU Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731191,Hot-Humid HDU Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731192,Hot-Humid HDU Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731193,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731194,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731195,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731196,Hot-Humid HDU Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731197,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731198,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731199,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731200,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731201,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731202,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731203,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731204,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731205,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731206,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731207,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731208,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731209,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731210,Hot-Humid HDU Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731211,Hot-Humid HDU Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731212,Hot-Humid HDU Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731213,Hot-Humid HDU Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731214,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731215,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731216,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731217,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731218,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731219,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731220,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731221,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731222,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731223,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731224,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731225,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731226,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731227,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731228,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731229,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731230,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731231,Hot-Humid HDU Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731232,Hot-Humid HDU Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731233,Hot-Humid HDU Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731234,Hot-Humid HDU Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731235,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731236,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731237,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731238,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731239,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731240,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731241,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731242,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731243,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731244,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731245,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731246,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731247,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731248,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731249,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731250,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731251,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731252,Hot-Humid HDU Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731253,Hot-Humid HDU Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731254,Hot-Humid HDU Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731255,Hot-Humid HDU Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731256,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731257,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731258,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731259,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731260,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731261,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731262,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731263,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731264,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731265,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731266,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731267,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731268,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731269,Hot-Humid HDU Climate Station 7 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731270,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731271,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731272,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731273,Hot-Humid HDU Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731274,Hot-Humid HDU Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731275,Hot-Humid HDU Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731276,Hot-Humid HDU Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731277,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731278,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731279,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731280,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731281,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731282,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731283,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731284,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731285,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731286,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731287,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731288,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731289,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731290,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731291,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731292,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731293,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731294,Hot-Humid HDU Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731295,Hot-Humid HDU Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731296,Hot-Humid HDU Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731297,Hot-Humid HDU Climate Station 7 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731298,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731299,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731300,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731301,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731302,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731303,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731304,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731305,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731306,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731307,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731308,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731309,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731310,Hot-Humid HDU Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731311,Hot-Humid HDU Climate Station 7 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731312,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731313,Hot-Humid HDU Climate Station 2 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731314,Hot-Humid HDU Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731315,Hot-Humid HDU Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731316,Hot-Humid HDU Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731317,Hot-Humid HDU Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731318,Hot-Humid HDU Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731319,Hot-Humid HDU Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731320,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731321,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731322,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731323,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731324,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731325,Hot-Humid HDU Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731326,Hot-Humid HDU Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731327,Hot-Humid HDU Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731328,Hot-Humid HDU Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731329,Hot-Humid HDU Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731330,Hot-Humid HDU Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731331,Hot-Humid HDU Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731332,Hot-Humid LDU Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731333,Hot-Humid LDU Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731334,Hot-Humid LDU Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731335,Hot-Humid LDU Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731336,Hot-Humid LDU Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731337,Hot-Humid LDU Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731338,Hot-Humid LDU Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731339,Hot-Humid LDU Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731340,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731341,Hot-Humid LDU Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731342,Hot-Humid LDU Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731343,Hot-Humid LDU Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731344,Hot-Humid LDU Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731345,Hot-Humid LDU Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731346,Hot-Humid LDU Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731347,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731348,Hot-Humid LDU Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731349,Hot-Humid LDU Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731350,Hot-Humid LDU Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731351,Hot-Humid LDU Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731352,Hot-Humid LDU Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731353,Hot-Humid LDU Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731354,Hot-Humid LDU Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731355,Hot-Humid LDU Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731356,Hot-Humid LDU Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731357,Hot-Humid LDU Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731358,Hot-Humid LDU Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731359,Hot-Humid LDU Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731360,Hot-Humid LDU Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731361,Hot-Humid LDU Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
